dataset,method,candidate_K,query_id,n_highest,Recall@20,returned_condensed_NDCG@10,unique_candidates
esci,rule_appearance,100,106839,3,1.0,1.0,100
esci,rule_appearance,100,107789,8,0.875,0.6341816099407754,100
esci,rule_appearance,100,107880,3,0.6666666666666666,0.6752310838669212,100
esci,rule_appearance,100,107900,13,1.0,0.94037119889105,100
esci,rule_appearance,100,108093,6,1.0,0.8240706778767725,100
esci,rule_appearance,100,108571,4,1.0,0.9260342504423125,100
esci,rule_appearance,100,108769,8,0.375,0.39372324140292686,100
esci,rule_appearance,100,108964,2,1.0,1.0,100
esci,rule_appearance,100,109159,8,1.0,0.8632108157661935,100
esci,rule_appearance,100,109658,9,1.0,0.5482635573160519,100
esci,rule_appearance,100,110355,8,1.0,0.9252331603577357,100
esci,rule_appearance,100,110443,3,0.6666666666666666,0.7050586103785957,100
esci,rule_appearance,100,110695,5,0.6,0.6880761168768877,100
esci,rule_appearance,100,110785,5,1.0,0.958360741133531,100
esci,rule_appearance,100,110848,22,0.7272727272727273,0.7845032288776463,100
esci,rule_appearance,100,110909,6,1.0,0.9102600425372045,100
esci,rule_appearance,100,111397,1,1.0,0.3249820715608818,100
esci,rule_appearance,100,111447,14,1.0,0.862526180565181,100
esci,rule_appearance,100,111629,14,1.0,1.0,100
esci,rule_appearance,100,111828,2,1.0,0.5426474522958865,100
esci,rule_appearance,100,111876,4,0.5,0.6537991442814469,100
esci,rule_appearance,100,111913,11,0.09090909090909091,0.2200917662980802,100
esci,rule_appearance,100,111950,13,0.7692307692307693,0.8204961336016426,100
esci,rule_appearance,100,112070,3,0.6666666666666666,0.7580764411333825,100
esci,rule_appearance,100,112116,12,0.5,0.529529881045764,100
esci,rule_appearance,100,112141,10,0.8,0.678648185514186,100
esci,rule_appearance,100,112578,12,0.08333333333333333,0.2200917662980802,100
esci,rule_appearance,100,112716,6,0.6666666666666666,0.7499888855791649,100
esci,rule_appearance,100,113321,32,0.375,0.8553475075669357,100
esci,rule_appearance,100,113679,33,0.36363636363636365,0.5800389248798391,100
esci,rule_appearance,100,114588,3,1.0,0.8870931620113257,100
esci,rule_appearance,100,114599,2,1.0,0.8232550275817182,100
esci,rule_appearance,100,114650,4,1.0,0.8000463255649485,100
esci,rule_appearance,100,114793,1,1.0,0.5721851862284796,100
esci,rule_appearance,100,114905,7,0.7142857142857143,0.7899222793346267,100
esci,rule_appearance,100,114954,9,0.4444444444444444,0.5865387703096974,100
esci,rule_appearance,100,115094,26,0.6538461538461539,0.8778830991479504,100
esci,rule_appearance,100,115539,4,1.0,1.0,100
esci,rule_appearance,200,165,6,0.6666666666666666,0.6041321117531073,200
esci,rule_appearance,200,433,7,0.5714285714285714,0.3670977080822177,200
esci,rule_appearance,200,500,22,0.7272727272727273,0.735889880442304,200
esci,rule_appearance,200,541,7,1.0,0.6498833581366646,200
esci,rule_appearance,200,598,14,0.2857142857142857,0.2965933967560253,200
esci,rule_appearance,200,600,26,0.5769230769230769,0.8802531908778441,200
esci,rule_appearance,200,602,3,0.0,0.0,200
esci,rule_appearance,200,622,26,0.5,0.8555742011319007,200
esci,rule_appearance,200,637,13,1.0,0.8156491772332682,200
esci,rule_appearance,200,861,24,0.2916666666666667,0.5375293090472332,200
esci,rule_appearance,200,933,4,0.5,0.3620582389101789,200
esci,rule_appearance,200,978,12,1.0,0.8019174103317279,200
esci,rule_appearance,200,1210,2,0.0,0.0,200
esci,rule_appearance,200,1293,10,0.5,0.24341903662974093,200
esci,rule_appearance,200,1310,1,1.0,0.4234416971578003,200
esci,rule_appearance,200,1458,15,0.6666666666666666,0.6157901422503029,200
esci,rule_appearance,200,1476,17,0.6470588235294118,0.5371441737127952,200
esci,rule_appearance,200,1530,17,0.6470588235294118,0.6536153566371479,200
esci,rule_appearance,200,1659,5,0.6,0.563672471135483,200
esci,rule_appearance,200,1816,4,0.5,0.2165272506883836,200
esci,rule_appearance,200,2286,13,0.8461538461538461,0.6475240399506749,200
esci,rule_appearance,200,2390,2,1.0,0.4244886564196135,200
esci,rule_appearance,200,2692,7,0.8571428571428571,0.8904716909596931,200
esci,rule_appearance,200,2855,7,0.8571428571428571,0.45499380226339003,200
esci,rule_appearance,200,3012,5,0.6,0.5388720266554066,200
esci,rule_appearance,200,3492,1,1.0,0.33547749337285077,200
esci,rule_appearance,200,3494,11,1.0,0.7471589728148226,200
esci,rule_appearance,200,3986,14,0.9285714285714286,0.8000380808220816,200
esci,rule_appearance,200,4299,1,1.0,0.9085252996517087,200
esci,rule_appearance,200,4321,5,0.0,0.0,200
esci,rule_appearance,200,4860,2,1.0,0.7515618133149938,200
esci,rule_appearance,200,4956,7,1.0,0.8900083568450943,200
esci,rule_appearance,200,5079,10,0.4,0.49686494635835954,200
esci,rule_appearance,200,5094,11,0.9090909090909091,0.8574317626883479,200
esci,rule_appearance,200,5419,5,1.0,0.7021791262532614,200
esci,rule_appearance,200,5787,2,0.0,0.059490885795513364,200
esci,rule_appearance,200,5921,2,1.0,0.7322910139201898,200
esci,rule_appearance,200,6138,3,1.0,0.49544159036896585,200
esci,rule_appearance,200,6685,8,1.0,0.7841915457887512,200
esci,rule_appearance,200,7034,1,1.0,0.6216717592893348,200
esci,rule_appearance,200,7126,7,1.0,0.9763959044601911,200
esci,rule_appearance,200,7303,12,1.0,0.9233711941225413,200
esci,rule_appearance,200,7340,2,1.0,0.6048047613542867,200
esci,rule_appearance,200,7545,12,1.0,0.735889880442304,200
esci,rule_appearance,200,7581,10,1.0,0.7211478921088604,200
esci,rule_appearance,200,8063,12,0.8333333333333334,0.7951657524814092,200
esci,rule_appearance,200,8519,8,0.5,0.4457356749218963,200
esci,rule_appearance,200,8605,6,0.8333333333333334,0.8696762340896296,200
esci,rule_appearance,200,8740,1,0.0,0.1573389756988531,200
esci,rule_appearance,200,9096,11,1.0,0.8677182466561869,200
esci,rule_appearance,200,9695,9,0.6666666666666666,0.6328426487563722,200
esci,rule_appearance,200,9776,9,0.8888888888888888,0.7170044799408865,200
esci,rule_appearance,200,9967,3,0.3333333333333333,0.1480409554829326,200
esci,rule_appearance,200,10312,20,0.4,0.6726985059259474,200
esci,rule_appearance,200,10370,10,1.0,0.7682269253321375,200
esci,rule_appearance,200,11509,5,0.0,0.03217535164272914,200
esci,rule_appearance,200,11621,1,0.0,0.07383583406968322,200
esci,rule_appearance,200,11875,5,1.0,0.8346123584921606,200
esci,rule_appearance,200,11925,28,0.5,1.0,200
esci,rule_appearance,200,12176,27,0.2222222222222222,0.7047781818963008,200
esci,rule_appearance,200,12432,12,0.75,0.8661124847434848,200
esci,rule_appearance,200,12557,8,0.5,0.5457413237821278,200
esci,rule_appearance,200,12664,5,1.0,0.5271205242707598,200
esci,rule_appearance,200,12809,4,1.0,0.7315248061857103,200
esci,rule_appearance,200,13089,32,0.46875,0.7278365525555345,200
esci,rule_appearance,200,13169,11,0.6363636363636364,0.7118729459992799,200
esci,rule_appearance,200,13471,21,0.6190476190476191,0.8701249883466594,200
esci,rule_appearance,200,13639,15,1.0,0.77990823370192,200
esci,rule_appearance,200,13785,8,0.625,0.7520081556163193,200
esci,rule_appearance,200,13954,13,0.8461538461538461,0.9009587051658641,200
esci,rule_appearance,200,14346,10,0.9,0.826813366651774,200
esci,rule_appearance,200,14880,4,1.0,0.7606395682357036,200
esci,rule_appearance,200,14882,11,0.7272727272727273,0.3061835571987824,200
esci,rule_appearance,200,15154,28,0.0,0.02200917662980802,200
esci,rule_appearance,200,15164,7,1.0,0.8057486443894011,200
esci,rule_appearance,200,15311,10,0.9,0.7724430755333405,200
esci,rule_appearance,200,15647,21,0.6190476190476191,0.5096366183174322,200
esci,rule_appearance,200,15716,14,0.8571428571428571,0.9375119002569006,200
esci,rule_appearance,200,15777,12,0.75,0.6836979923136342,200
esci,rule_appearance,200,15807,15,0.9333333333333333,0.88995411685096,200
esci,rule_appearance,200,16613,9,0.7777777777777778,0.8637176700011504,200
esci,rule_appearance,200,16684,13,1.0,0.6547301623734613,200
esci,rule_appearance,200,17384,11,1.0,0.5154118162682931,200
esci,rule_appearance,200,17607,17,0.6470588235294118,0.5579377864560461,200
esci,rule_appearance,200,17689,3,1.0,0.4746170998147215,200
esci,rule_appearance,200,17742,12,0.4166666666666667,0.5990887610462241,200
esci,rule_appearance,200,18356,7,1.0,0.9183362520399361,200
esci,rule_appearance,200,18553,21,0.47619047619047616,0.44614340037510297,200
esci,rule_appearance,200,18679,8,0.875,0.9022192254212011,200
esci,rule_appearance,200,18682,8,1.0,0.9073071695693755,200
esci,rule_appearance,200,18932,10,1.0,0.7446587009526715,200
esci,rule_appearance,200,19053,14,1.0,0.8802531908778441,200
esci,rule_appearance,200,19134,2,1.0,0.8968910341795309,200
esci,rule_appearance,200,19268,21,0.3333333333333333,0.6452281904391156,200
esci,rule_appearance,200,19369,11,0.5454545454545454,0.6757175669236831,200
esci,rule_appearance,200,19372,15,0.9333333333333333,1.0,200
esci,rule_appearance,200,19380,2,0.5,0.6131471927654584,200
esci,rule_appearance,200,19619,2,1.0,0.9197207891481876,200
esci,rule_appearance,200,19694,7,1.0,0.7039890038878336,200
esci,rule_appearance,200,19953,3,1.0,0.6772591130899146,200
esci,rule_appearance,200,20037,32,0.46875,0.8177650911347445,200
esci,rule_appearance,200,20185,4,1.0,0.80092405167436,200
esci,rule_appearance,200,20307,5,0.8,0.830419897363192,200
esci,rule_appearance,200,20315,10,1.0,0.8436999957868074,200
esci,rule_appearance,200,20385,2,1.0,1.0,200
esci,rule_appearance,200,20500,5,0.6,0.21239620748405597,200
esci,rule_appearance,200,20523,3,0.3333333333333333,0.23463936301137822,200
esci,rule_appearance,200,20788,5,0.8,0.858839172297934,200
esci,rule_appearance,200,21481,17,0.6470588235294118,0.9363792118010483,200
esci,rule_appearance,200,21645,13,1.0,0.795648227087262,200
esci,rule_appearance,200,22173,9,1.0,0.6856047648682206,200
esci,rule_appearance,200,22211,3,1.0,0.6097606177811876,200
esci,rule_appearance,200,22441,7,1.0,0.7474357915808134,200
esci,rule_appearance,200,22639,9,0.7777777777777778,0.824786667269764,200
esci,rule_appearance,200,23148,4,1.0,0.6728847132378334,200
esci,rule_appearance,200,23260,15,0.06666666666666667,0.2200917662980802,200
esci,rule_appearance,200,23744,1,0.0,0.1573389756988531,200
esci,rule_appearance,200,24082,5,0.8,0.6165769345360886,200
esci,rule_appearance,200,24402,6,0.6666666666666666,0.39502230332085453,200
esci,rule_appearance,200,24504,4,1.0,0.8595518966801226,200
esci,rule_appearance,200,24668,8,0.625,0.7368269004921895,200
esci,rule_appearance,200,24697,2,1.0,0.9643148140512959,200
esci,rule_appearance,200,24831,19,0.7368421052631579,0.8000380808220816,200
esci,rule_appearance,200,25132,12,0.25,0.46900009332067494,200
esci,rule_appearance,200,25426,5,1.0,0.9490599786992086,200
esci,rule_appearance,200,25497,1,1.0,0.5015658721533237,200
esci,rule_appearance,200,25516,5,1.0,0.953251479225142,200
esci,rule_appearance,200,25591,3,1.0,0.8810972025975865,200
esci,rule_appearance,200,26321,9,1.0,0.7682883200460502,200
esci,rule_appearance,200,26642,10,0.6,0.7416093587141357,200
esci,rule_appearance,200,26872,5,1.0,0.6646025499648499,200
esci,rule_appearance,200,27927,8,1.0,0.8663287511909937,200
esci,rule_appearance,200,28198,15,1.0,1.0,200
esci,rule_appearance,200,28637,4,0.5,0.2691828628414762,200
esci,rule_appearance,200,29049,4,0.25,0.24630238874073,200
esci,rule_appearance,200,29123,11,1.0,0.742677850068793,200
esci,rule_appearance,200,29488,7,1.0,0.9893144529705764,200
esci,rule_appearance,200,29596,12,0.8333333333333334,0.8630152897016883,200
esci,rule_appearance,200,29729,9,0.7777777777777778,0.8383261242096235,200
esci,rule_appearance,200,29868,10,0.7,0.791726719367984,200
esci,rule_appearance,200,29928,5,0.8,0.847378080795066,200
esci,rule_appearance,200,29941,2,1.0,0.4753822688277479,200
esci,rule_appearance,200,29945,5,1.0,0.8546130868102396,200
esci,rule_appearance,200,29952,4,1.0,0.7177068815857365,200
esci,rule_appearance,200,30020,1,1.0,0.7383583406968321,200
esci,rule_appearance,200,30318,12,1.0,0.9294415579191924,200
esci,rule_appearance,200,31573,2,1.0,0.6835280820546344,200
esci,rule_appearance,200,31659,7,1.0,0.9485860702973006,200
esci,rule_appearance,200,31724,6,1.0,0.8962339563021714,200
esci,rule_appearance,200,31889,2,0.5,0.6072736399106358,200
esci,rule_appearance,200,32142,10,1.0,0.8661124847434848,200
esci,rule_appearance,200,32164,13,0.15384615384615385,0.24890832702259466,200
esci,rule_appearance,200,32311,11,0.09090909090909091,0.2200917662980802,200
esci,rule_appearance,200,32350,9,0.1111111111111111,0.23345934721191128,200
esci,rule_appearance,200,32351,4,1.0,0.9408179638277638,200
esci,rule_appearance,200,32430,19,0.631578947368421,0.8703516819116243,200
esci,rule_appearance,200,32612,2,0.5,0.2506125876703206,200
esci,rule_appearance,200,32812,4,1.0,0.9362215626452036,200
esci,rule_appearance,200,32917,7,0.42857142857142855,0.3971034619981846,200
esci,rule_appearance,200,33004,10,0.8,0.8661124847434848,200
esci,rule_appearance,200,33735,20,0.65,0.8643851368046714,200
esci,rule_appearance,200,34128,26,0.7307692307692307,0.9009587051658641,200
esci,rule_appearance,200,34229,6,1.0,0.8712345239874681,200
esci,rule_appearance,200,34443,7,1.0,0.8753272094070745,200
esci,rule_appearance,200,34775,3,1.0,0.9240247746168361,200
esci,rule_appearance,200,34817,10,1.0,0.7781045000971726,200
esci,rule_appearance,200,35117,8,1.0,0.9967622486737456,200
esci,rule_appearance,200,35242,2,0.0,0.1332648019952541,200
esci,rule_appearance,200,35755,15,1.0,0.9146904720674044,200
esci,rule_appearance,200,36669,2,0.5,0.6131471927654584,200
esci,rule_appearance,200,36678,2,0.0,0.0,200
esci,rule_appearance,200,36753,12,0.3333333333333333,0.5388856921828066,200
esci,rule_appearance,200,36912,1,1.0,0.42954213291238613,200
esci,rule_appearance,200,36960,2,1.0,0.8227386463557405,200
esci,rule_appearance,200,37451,1,1.0,0.6463954041350359,200
esci,rule_appearance,200,37466,24,0.4583333333333333,0.5759129830479104,200
esci,rule_appearance,200,37498,2,1.0,0.845535892286146,200
esci,rule_appearance,200,37670,13,0.7692307692307693,0.875023800513801,200
esci,rule_appearance,200,37789,1,1.0,1.0,200
esci,rule_appearance,200,38679,2,1.0,0.6114282519932192,200
esci,rule_appearance,200,39022,3,1.0,0.9621682683565982,200
esci,rule_appearance,200,39107,12,0.9166666666666666,0.92663607790064,200
esci,rule_appearance,200,39157,2,0.5,0.2928243285542042,200
esci,rule_appearance,200,39263,2,0.5,0.23637376781572322,200
esci,rule_appearance,200,40165,1,1.0,0.527567576335355,200
esci,rule_appearance,200,40292,7,1.0,0.9780831700785745,200
esci,rule_appearance,200,40356,1,1.0,1.0,200
esci,rule_appearance,200,40483,29,0.5862068965517241,1.0,200
esci,rule_appearance,200,40528,3,1.0,0.5622571194173529,200
esci,rule_appearance,200,40573,23,0.30434782608695654,0.6086182388744241,200
esci,rule_appearance,200,40615,1,1.0,0.5569849955819004,200
esci,rule_appearance,200,40834,7,0.8571428571428571,0.35763320407476046,200
esci,rule_appearance,200,41423,24,0.4166666666666667,0.5093242997939936,200
esci,rule_appearance,200,41492,13,0.7692307692307693,0.8096947487970363,200
esci,rule_appearance,200,41502,11,0.9090909090909091,0.8669534581760927,200
esci,rule_appearance,200,41795,11,1.0,0.7529068996617514,200
esci,rule_appearance,200,42118,3,1.0,0.9294274389393498,200
esci,rule_appearance,200,42332,13,1.0,0.775982505679665,200
esci,rule_appearance,200,42405,1,1.0,0.5417600288167298,200
esci,rule_appearance,200,42445,6,1.0,0.9495662644168644,200
esci,rule_appearance,200,42964,12,0.75,0.7134842762825241,200
esci,rule_appearance,200,42968,4,1.0,0.9076865198218551,200
esci,rule_appearance,200,43579,11,0.45454545454545453,0.5365836468521857,200
esci,rule_appearance,200,43948,2,0.5,0.3493885443151824,200
esci,rule_appearance,200,43961,1,1.0,0.5925498905320976,200
esci,rule_appearance,200,43983,4,1.0,0.758307832557512,200
esci,rule_appearance,200,44424,4,1.0,0.5813272950661174,200
esci,rule_appearance,200,44706,3,1.0,0.8103020898263308,200
esci,rule_appearance,200,44816,12,0.0,0.0,200
esci,rule_appearance,200,44845,7,0.7142857142857143,0.648351110805566,200
esci,rule_appearance,200,44960,12,1.0,0.7731415537059997,200
esci,rule_appearance,200,45294,1,1.0,0.2890648263178879,200
esci,rule_appearance,200,45464,16,0.75,0.9233711941225413,200
esci,rule_appearance,200,45588,4,0.75,0.5921004716895418,200
esci,rule_appearance,200,45713,12,0.08333333333333333,0.2200917662980802,200
esci,rule_appearance,200,45745,10,1.0,0.7545968598794698,200
esci,rule_appearance,200,45843,3,0.6666666666666666,0.7534938212330847,200
esci,rule_appearance,200,45928,0,,0.7273298443105221,200
esci,rule_appearance,200,45990,9,1.0,0.7086036240496157,200
esci,rule_appearance,200,46008,8,1.0,0.5801166225999684,200
esci,rule_appearance,200,46089,7,0.7142857142857143,0.8085741066400353,200
esci,rule_appearance,200,46097,6,1.0,0.7180295294504765,200
esci,rule_appearance,200,46149,15,1.0,0.9273697171216337,200
esci,rule_appearance,200,46177,9,0.6666666666666666,0.6173309184975168,200
esci,rule_appearance,200,46471,10,1.0,0.8170849596225693,200
esci,rule_appearance,200,46910,7,1.0,0.8200985126166128,200
esci,rule_appearance,200,47106,9,0.7777777777777778,0.6621187383957191,200
esci,rule_appearance,200,47213,8,1.0,0.7912487650711364,200
esci,rule_appearance,200,47217,15,1.0,0.9146904720674044,200
esci,rule_appearance,200,47526,24,0.5,1.0,200
esci,rule_appearance,200,47631,28,0.25,0.7848154604140636,200
esci,rule_appearance,200,47857,26,0.6538461538461539,0.9375119002569006,200
esci,rule_appearance,200,47892,9,0.2222222222222222,0.28737205673251126,200
esci,rule_appearance,200,48397,12,0.9166666666666666,0.8627569126021613,200
esci,rule_appearance,200,48914,22,0.6363636363636364,0.4422429376536609,200
esci,rule_appearance,200,48929,19,0.3157894736842105,0.7273298443105221,200
esci,rule_appearance,200,49077,11,0.36363636363636365,0.5637884576902257,200
esci,rule_appearance,200,49201,10,0.9,0.9363792118010483,200
esci,rule_appearance,200,49481,1,1.0,0.06011027560557593,200
esci,rule_appearance,200,49972,6,1.0,0.8724628022970763,200
esci,rule_appearance,200,50118,13,0.9230769230769231,0.9375119002569006,200
esci,rule_appearance,200,50311,18,0.8333333333333334,0.7948555644900177,200
esci,rule_appearance,200,50356,5,1.0,0.6148900687577193,200
